Id,rdf_label,rdf_type,brick_isPartOf,brick_isFedBy
Level_42_South_Perimeter_1,South Perimeter 1,brick:Space,L42,EA-T-42-VAV-S1
Level_42_South_Perimeter_2,South Perimeter 2,brick:Space,L42,EA-T-42-VAV-S2
Level_42_West_Perimeter,West Perimeter,brick:Space,L42,EA-T-42-VAV-W
Level_42_North_West_Perimeter,North West Perimeter,brick:Space,L42,EA-T-42-VAV-NW
Level_42_Center_Zone_East_1,Center Zone East 1,brick:Space,L42,EA-T-42-VAV-CZE1
Level_42_Center_Zone_East_2,Center Zone East 2,brick:Space,L42,EA-T-42-VAV-CZE2
Level_42_Center_Zone_East_3,Center Zone East 3,brick:Space,L42,EA-T-42-VAV-CZE3
Level_42_Center_Zone_East_4,Center Zone East 4,brick:Space,L42,EA-T-42-VAV-CZE4
Level_42_Lift_Lobby_East,Lift Lobby East,brick:Space,L42,EA-T-42-VAV-LLE
Level_42_Center_Zone_West_1,Center Zone West 1,brick:Space,L42,EA-T-42-VAV-CZW1
Level_42_Center_Zone_West_2,Center Zone West 2,brick:Space,L42,EA-T-42-VAV-CZW2
Level_42_Center_Zone_West_3,Center Zone West 3,brick:Space,L42,EA-T-42-VAV-CZW3
Level_42_Center_Zone_West_4,Center Zone West 4,brick:Space,L42,EA-T-42-VAV-CZW4
Level_43_East_Perimeter,East Perimeter,brick:Space,L43,EA-T-43-VAV-E
Level_43_North_East_Perimeter,North East Perimeter,brick:Space,L43,EA-T-43-VAV-NE
Level_43_South_Perimeter_1,South Perimeter 1,brick:Space,L43,EA-T-43-VAV-S1
Level_43_South_Perimeter_2,South Perimeter 2,brick:Space,L43,EA-T-43-VAV-S2
Level_43_West_Perimeter,West Perimeter,brick:Space,L43,EA-T-43-VAV-W
Level_43_North_West_Perimeter,North West Perimeter,brick:Space,L43,EA-T-43-VAV-NW
Level_43_Center_Zone_East_1,Center Zone East 1,brick:Space,L43,EA-T-43-VAV-CZE1
Level_43_Center_Zone_East_2,Center Zone East 2,brick:Space,L43,EA-T-43-VAV-CZE2
Level_43_Center_Zone_East_3,Center Zone East 3,brick:Space,L43,EA-T-43-VAV-CZE3
Level_43_Center_Zone_East_4,Center Zone East 4,brick:Space,L43,EA-T-43-VAV-CZE4
Level_43_Lift_Lobby_East,Lift Lobby East,brick:Space,L43,EA-T-43-VAV-LLE
Level_43_Center_Zone_West_1,Center Zone West 1,brick:Space,L43,EA-T-43-VAV-CZW1
Level_43_Center_Zone_West_2,Center Zone West 2,brick:Space,L43,EA-T-43-VAV-CZW2
Level_43_Center_Zone_West_3,Center Zone West 3,brick:Space,L43,EA-T-43-VAV-CZW3
Level_43_Center_Zone_West_4,Center Zone West 4,brick:Space,L43,EA-T-43-VAV-CZW4
Level_43_Center_Zone_West_5,Center Zone West 5,brick:Space,L43,EA-T-43-VAV-CZW5
Level_44_East_Perimeter,East Perimeter,brick:Space,L44,EA-T-44-VAV-E
Level_44_North_East_Perimeter,North East Perimeter,brick:Space,L44,EA-T-44-VAV-NE
Level_44_South_Perimeter_1,South Perimeter 1,brick:Space,L44,EA-T-44-VAV-S1
Level_44_South_Perimeter_2,South Perimeter 2,brick:Space,L44,EA-T-44-VAV-S2
Level_44_West_Perimeter,West Perimeter,brick:Space,L44,EA-T-44-VAV-W
Level_44_North_West_Perimeter,North West Perimeter,brick:Space,L44,EA-T-44-VAV-NW
Level_44_Center_Zone_East_1,Center Zone East 1,brick:Space,L44,EA-T-44-VAV-CZE1
Level_44_Center_Zone_East_2,Center Zone East 2,brick:Space,L44,EA-T-44-VAV-CZE2
Level_44_Center_Zone_East_3,Center Zone East 3,brick:Space,L44,EA-T-44-VAV-CZE3
Level_44_Center_Zone_East_4,Center Zone East 4,brick:Space,L44,EA-T-44-VAV-CZE4
Level_44_Lift_Lobby_East,Lift Lobby East,brick:Space,L44,EA-T-44-VAV-LLE
Level_44_Center_Zone_West_1,Center Zone West 1,brick:Space,L44,EA-T-44-VAV-CZW1
Level_44_Center_Zone_West_2,Center Zone West 2,brick:Space,L44,EA-T-44-VAV-CZW2
Level_44_Center_Zone_West_3,Center Zone West 3,brick:Space,L44,EA-T-44-VAV-CZW3
Level_44_Center_Zone_West_4,Center Zone West 4,brick:Space,L44,EA-T-44-VAV-CZW4
Level_44_Center_Zone_West_5,Center Zone West 5,brick:Space,L44,EA-T-44-VAV-CZW5
Level_45_East_Perimeter,East Perimeter,brick:Space,L45,EA-T-45-VAV-E
Level_45_North_East_Perimeter,North East Perimeter,brick:Space,L45,EA-T-45-VAV-NE
Level_45_South_Perimeter_1,South Perimeter 1,brick:Space,L45,EA-T-45-VAV-S1
Level_45_South_Perimeter_2,South Perimeter 2,brick:Space,L45,EA-T-45-VAV-S2
Level_45_West_Perimeter,West Perimeter,brick:Space,L45,EA-T-45-VAV-W
Level_45_North_West_Perimeter,North West Perimeter,brick:Space,L45,EA-T-45-VAV-NW
Level_45_Center_Zone_East_1,Center Zone East 1,brick:Space,L45,EA-T-45-VAV-CZE1
Level_45_Center_Zone_East_2,Center Zone East 2,brick:Space,L45,EA-T-45-VAV-CZE2
Level_45_Center_Zone_East_3,Center Zone East 3,brick:Space,L45,EA-T-45-VAV-CZE3
Level_45_Center_Zone_East_4,Center Zone East 4,brick:Space,L45,EA-T-45-VAV-CZE4
Level_45_Lift_Lobby_East,Lift Lobby East,brick:Space,L45,EA-T-45-VAV-LLE
Level_45_Center_Zone_West_1,Center Zone West 1,brick:Space,L45,EA-T-45-VAV-CZW1
Level_45_Center_Zone_West_2,Center Zone West 2,brick:Space,L45,EA-T-45-VAV-CZW2
Level_45_Center_Zone_West_3,Center Zone West 3,brick:Space,L45,EA-T-45-VAV-CZW3
Level_45_Center_Zone_West_4,Center Zone West 4,brick:Space,L45,EA-T-45-VAV-CZW4
Level_45_Center_Zone_West_5,Center Zone West 5,brick:Space,L45,EA-T-45-VAV-CZW5
Level_46_East_Perimeter,East Perimeter,brick:Space,L46,EA-T-46-VAV-E
Level_46_North_East_Perimeter,North East Perimeter,brick:Space,L46,EA-T-46-VAV-NE
Level_46_South_Perimeter_1,South Perimeter 1,brick:Space,L46,EA-T-46-VAV-S1
Level_46_South_Perimeter_2,South Perimeter 2,brick:Space,L46,EA-T-46-VAV-S2
Level_46_West_Perimeter,West Perimeter,brick:Space,L46,EA-T-46-VAV-W
Level_46_North_West_Perimeter,North West Perimeter,brick:Space,L46,EA-T-46-VAV-NW
Level_46_Center_Zone_East_1,Center Zone East 1,brick:Space,L46,EA-T-46-VAV-CZE1
Level_46_Center_Zone_East_2,Center Zone East 2,brick:Space,L46,EA-T-46-VAV-CZE2
Level_46_Center_Zone_East_3,Center Zone East 3,brick:Space,L46,EA-T-46-VAV-CZE3
Level_46_Center_Zone_East_4,Center Zone East 4,brick:Space,L46,EA-T-46-VAV-CZE4
Level_46_Lift_Lobby_East,Lift Lobby East,brick:Space,L46,EA-T-46-VAV-LLE
Level_46_Center_Zone_West_1,Center Zone West 1,brick:Space,L46,EA-T-46-VAV-CZW1
Level_46_Center_Zone_West_2,Center Zone West 2,brick:Space,L46,EA-T-46-VAV-CZW2
Level_46_Center_Zone_West_3,Center Zone West 3,brick:Space,L46,EA-T-46-VAV-CZW3
Level_46_Center_Zone_West_4,Center Zone West 4,brick:Space,L46,EA-T-46-VAV-CZW4
Level_46_Center_Zone_West_5,Center Zone West 5,brick:Space,L46,EA-T-46-VAV-CZW5
Level_47_East_Perimeter,East Perimeter,brick:Space,L47,EA-T-47-VAV-E
Level_47_North_East_Perimeter,North East Perimeter,brick:Space,L47,EA-T-47-VAV-NE
Level_47_South_Perimeter_1,South Perimeter 1,brick:Space,L47,EA-T-47-VAV-S1
Level_47_South_Perimeter_2,South Perimeter 2,brick:Space,L47,EA-T-47-VAV-S2
Level_47_West_Perimeter,West Perimeter,brick:Space,L47,EA-T-47-VAV-W
Level_47_North_West_Perimeter,North West Perimeter,brick:Space,L47,EA-T-47-VAV-NW
Level_47_Center_Zone_East_1,Center Zone East 1,brick:Space,L47,EA-T-47-VAV-CZE1
Level_47_Center_Zone_East_2,Center Zone East 2,brick:Space,L47,EA-T-47-VAV-CZE2
Level_47_Center_Zone_East_3,Center Zone East 3,brick:Space,L47,EA-T-47-VAV-CZE3
Level_47_Center_Zone_East_4,Center Zone East 4,brick:Space,L47,EA-T-47-VAV-CZE4
Level_47_Lift_Lobby_East,Lift Lobby East,brick:Space,L47,EA-T-47-VAV-LLE
Level_47_Center_Zone_West_1,Center Zone West 1,brick:Space,L47,EA-T-47-VAV-CZW1
Level_47_Center_Zone_West_2,Center Zone West 2,brick:Space,L47,EA-T-47-VAV-CZW2
Level_47_Center_Zone_West_3,Center Zone West 3,brick:Space,L47,EA-T-47-VAV-CZW3
Level_47_Center_Zone_West_4,Center Zone West 4,brick:Space,L47,EA-T-47-VAV-CZW4
Level_47_Center_Zone_West_5,Center Zone West 5,brick:Space,L47,EA-T-47-VAV-CZW5
Level_48_East_Perimeter,East Perimeter,brick:Space,L48,EA-T-48-VAV-E
Level_48_North_East_Perimeter,North East Perimeter,brick:Space,L48,EA-T-48-VAV-NE
Level_48_South_Perimeter_1,South Perimeter 1,brick:Space,L48,EA-T-48-VAV-S1
Level_48_South_Perimeter_2,South Perimeter 2,brick:Space,L48,EA-T-48-VAV-S2
Level_48_West_Perimeter,West Perimeter,brick:Space,L48,EA-T-48-VAV-W
Level_48_North_West_Perimeter,North West Perimeter,brick:Space,L48,EA-T-48-VAV-NW
Level_48_Center_Zone_East_1,Center Zone East 1,brick:Space,L48,EA-T-48-VAV-CZE1
Level_48_Center_Zone_East_2,Center Zone East 2,brick:Space,L48,EA-T-48-VAV-CZE2
Level_48_Center_Zone_East_3,Center Zone East 3,brick:Space,L48,EA-T-48-VAV-CZE3
Level_48_Center_Zone_East_4,Center Zone East 4,brick:Space,L48,EA-T-48-VAV-CZE4
Level_48_Lift_Lobby_East,Lift Lobby East,brick:Space,L48,EA-T-48-VAV-LLE
Level_48_Center_Zone_West_1,Center Zone West 1,brick:Space,L48,EA-T-48-VAV-CZW1
Level_48_Center_Zone_West_2,Center Zone West 2,brick:Space,L48,EA-T-48-VAV-CZW2
Level_48_Center_Zone_West_3,Center Zone West 3,brick:Space,L48,EA-T-48-VAV-CZW3
Level_48_Center_Zone_West_4,Center Zone West 4,brick:Space,L48,EA-T-48-VAV-CZW4
Level_48_Center_Zone_West_5,Center Zone West 5,brick:Space,L48,EA-T-48-VAV-CZW5
Level_49_East_Perimeter,East Perimeter,brick:Space,L49,EA-T-49-VAV-E
Level_49_North_East_Perimeter,North East Perimeter,brick:Space,L49,EA-T-49-VAV-NE
Level_49_South_Perimeter_1,South Perimeter 1,brick:Space,L49,EA-T-49-VAV-S1
Level_49_South_Perimeter_2,South Perimeter 2,brick:Space,L49,EA-T-49-VAV-S2
Level_49_West_Perimeter,West Perimeter,brick:Space,L49,EA-T-49-VAV-W
Level_49_North_West_Perimeter,North West Perimeter,brick:Space,L49,EA-T-49-VAV-NW
Level_49_Center_Zone_East_1,Center Zone East 1,brick:Space,L49,EA-T-49-VAV-CZE1
Level_49_Center_Zone_East_2,Center Zone East 2,brick:Space,L49,EA-T-49-VAV-CZE2
Level_49_Center_Zone_East_3,Center Zone East 3,brick:Space,L49,EA-T-49-VAV-CZE3
Level_49_Center_Zone_East_4,Center Zone East 4,brick:Space,L49,EA-T-49-VAV-CZE4
Level_49_Lift_Lobby_East,Lift Lobby East,brick:Space,L49,EA-T-49-VAV-LLE
Level_49_Center_Zone_West_1,Center Zone West 1,brick:Space,L49,EA-T-49-VAV-CZW1
Level_49_Center_Zone_West_2,Center Zone West 2,brick:Space,L49,EA-T-49-VAV-CZW2
Level_49_Center_Zone_West_3,Center Zone West 3,brick:Space,L49,EA-T-49-VAV-CZW3
Level_49_Center_Zone_West_4,Center Zone West 4,brick:Space,L49,EA-T-49-VAV-CZW4
Level_49_Center_Zone_West_5,Center Zone West 5,brick:Space,L49,EA-T-49-VAV-CZW5
Level_50_East_Perimeter,East Perimeter,brick:Space,L50,EA-T-50-VAV-E
Level_50_North_East_Perimeter,North East Perimeter,brick:Space,L50,EA-T-50-VAV-NE
Level_50_South_Perimeter_1,South Perimeter 1,brick:Space,L50,EA-T-50-VAV-S1
Level_50_South_Perimeter_2,South Perimeter 2,brick:Space,L50,EA-T-50-VAV-S2
Level_50_West_Perimeter,West Perimeter,brick:Space,L50,EA-T-50-VAV-W
Level_50_North_West_Perimeter,North West Perimeter,brick:Space,L50,EA-T-50-VAV-NW
Level_50_Center_Zone_East_1,Center Zone East 1,brick:Space,L50,EA-T-50-VAV-CZE1
Level_50_Center_Zone_East_2,Center Zone East 2,brick:Space,L50,EA-T-50-VAV-CZE2
Level_50_Center_Zone_East_3,Center Zone East 3,brick:Space,L50,EA-T-50-VAV-CZE3
Level_50_Center_Zone_East_4,Center Zone East 4,brick:Space,L50,EA-T-50-VAV-CZE4
Level_50_Lift_Lobby_East,Lift Lobby East,brick:Space,L50,EA-T-50-VAV-LLE
Level_50_Center_Zone_West_1,Center Zone West 1,brick:Space,L50,EA-T-50-VAV-CZW1
Level_50_Center_Zone_West_2,Center Zone West 2,brick:Space,L50,EA-T-50-VAV-CZW2
Level_50_Center_Zone_West_3,Center Zone West 3,brick:Space,L50,EA-T-50-VAV-CZW3
Level_50_Center_Zone_West_4,Center Zone West 4,brick:Space,L50,EA-T-50-VAV-CZW4
Level_50_Center_Zone_West_5,Center Zone West 5,brick:Space,L50,EA-T-50-VAV-CZW5
Level_51_East_Perimeter,East Perimeter,brick:Space,L51,EA-T-51-VAV-E
Level_51_North_East_Perimeter,North East Perimeter,brick:Space,L51,EA-T-51-VAV-NE
Level_51_South_Perimeter_2,South Perimeter 2,brick:Space,L51,EA-T-51-VAV-S2
Level_51_West_Perimeter,West Perimeter,brick:Space,L51,EA-T-51-VAV-W
Level_51_Center_Zone_East_1,Center Zone East 1,brick:Space,L51,EA-T-51-VAV-CZE1
Level_51_Center_Zone_East_2,Center Zone East 2,brick:Space,L51,EA-T-51-VAV-CZE2
Level_51_Center_Zone_East_3,Center Zone East 3,brick:Space,L51,EA-T-51-VAV-CZE3
Level_51_Center_Zone_East_4,Center Zone East 4,brick:Space,L51,EA-T-51-VAV-CZE4
Level_51_Center_Zone_East_5,Center Zone East 5,brick:Space,L51,EA-T-51-VAV-CZE5
Level_51_Lift_Lobby_East,Lift Lobby East,brick:Space,L51,EA-T-51-VAV-LLE
Level_52_East_Perimeter,East Perimeter,brick:Space,L52,EA-T-52-VAV-E
Level_52_North_East_Perimeter,North East Perimeter,brick:Space,L52,EA-T-52-VAV-NE
Level_52_South_Perimeter_2,South Perimeter 2,brick:Space,L52,EA-T-52-VAV-S2
Level_52_West_Perimeter,West Perimeter,brick:Space,L52,EA-T-52-VAV-W
Level_52_Center_Zone_East_1,Center Zone East 1,brick:Space,L52,EA-T-52-VAV-CZE1
Level_52_Center_Zone_East_2,Center Zone East 2,brick:Space,L52,EA-T-52-VAV-CZE2
Level_52_Center_Zone_East_3,Center Zone East 3,brick:Space,L52,EA-T-52-VAV-CZE3
Level_52_Center_Zone_East_4,Center Zone East 4,brick:Space,L52,EA-T-52-VAV-CZE4
Level_52_Center_Zone_East_5,Center Zone East 5,brick:Space,L52,EA-T-52-VAV-CZE5
Level_52_Lift_Lobby_East,Lift Lobby East,brick:Space,L52,EA-T-52-VAV-LLE
Level_53_East_Perimeter,East Perimeter,brick:Space,L53,EA-T-53-VAV-E
Level_53_North_East_Perimeter,North East Perimeter,brick:Space,L53,EA-T-53-VAV-NE
Level_53_South_Perimeter_2,South Perimeter 2,brick:Space,L53,EA-T-53-VAV-S2
Level_53_West_Perimeter,West Perimeter,brick:Space,L53,EA-T-53-VAV-W
Level_53_Center_Zone_East_1,Center Zone East 1,brick:Space,L53,EA-T-53-VAV-CZE1
Level_53_Center_Zone_East_2,Center Zone East 2,brick:Space,L53,EA-T-53-VAV-CZE2
Level_53_Center_Zone_East_3,Center Zone East 3,brick:Space,L53,EA-T-53-VAV-CZE3
Level_53_Center_Zone_East_4,Center Zone East 4,brick:Space,L53,EA-T-53-VAV-CZE4
Level_53_Center_Zone_East_5,Center Zone East 5,brick:Space,L53,EA-T-53-VAV-CZE5
L31_Suite_A,Suite A,brick:Space,L31,
L31_Suite_B,Suite B,brick:Space,L31,
L31_Suite_C,Suite C,brick:Space,L31,
L31_Suite_D,Suite D,brick:Space,L31,
L31_Suite_E,Suite E,brick:Space,L31,
L32_Suite_A,Suite A,brick:Space,L32,
L32_Suite_B,Suite B,brick:Space,L32,
L32_Suite_C,Suite C,brick:Space,L32,
L32_Suite_D,Suite D,brick:Space,L32,
L32_Suite_E,Suite E,brick:Space,L32,
L33_Suite_A,Suite A,brick:Space,L33,
L33_Suite_B,Suite B,brick:Space,L33,
L33_Suite_C,Suite C,brick:Space,L33,
L33_Suite_D,Suite D,brick:Space,L33,
L33_Suite_E,Suite E,brick:Space,L33,
Room_31.02,Fire Stair 31.02,brick:Staircase,L31,
Room_31.09,Services Lobby 31.09,brick:Lobby,L31,
Room_31.08,Elec Plantroom 31.08,brick:Electrical_Room,L31,
Room_31.01,Fire Stair 31.01,brick:Staircase,L31,
Room_31.42,T.Comms 31.42,brick:Communications_Room,L31,
Room_31.41,Fire Equipment 31.41,brick:Room,L31,
Room_31.04,Male WC 31.04,brick:Restroom,L31,
Room_31.05,Female WC 31.05,brick:Restroom,L31,
Room_31.12,Lobby 31.12,brick:Lobby,L31,
Room_31.62,H.Comms 31.62,brick:Communications_Room,L31,
Room_31.64,T.Comms 31.64,brick:Communications_Room,L31,
Room_31.61,T.Elec 31.61,brick:Electrical_Room,L31,
Room_31.63,DAS 31.63,brick:Communications_Room,L31,
Room_31.11,Lobby 31.11,brick:Lobby,L31,
Room_31.07,Lobby 31.07,brick:Lobby,L31,
Room_31.10,Office 31.10,brick:Room,L31,
Room_31.51,Fire Equipment 31.51,brick:Room,L31,
Room_31.50,Fire Hydrant Room 31.50,brick:Room,L31,
Room_31.06,Acc WC 31.06,brick:Restroom,L31,
Room_32.02,Fire Stair 32.02,brick:Staircase,L32,
Room_32.09,Services Lobby 32.09,brick:Lobby,L32,
Room_32.08,Elec Plantroom 32.08,brick:Electrical_Room,L32,
Room_32.01,Fire Stair 32.01,brick:Staircase,L32,
Room_32.42,T.Comms 32.42,brick:Communications_Room,L32,
Room_32.41,Fire Equipment 32.41,brick:Room,L32,
Room_32.04,Male WC 32.04,brick:Restroom,L32,
Room_32.05,Female WC 32.05,brick:Restroom,L32,
Room_32.12,Lobby 32.12,brick:Lobby,L32,
Room_32.62,H.Comms 32.62,brick:Communications_Room,L32,
Room_32.64,T.Comms 32.64,brick:Communications_Room,L32,
Room_32.61,T.Elec 32.61,brick:Electrical_Room,L32,
Room_32.63,DAS 32.63,brick:Communications_Room,L32,
Room_32.11,Lobby 32.11,brick:Lobby,L32,
Room_32.07,Lobby 32.07,brick:Lobby,L32,
Room_32.10,Office 32.10,brick:Room,L32,
Room_32.51,Fire Equipment 32.51,brick:Room,L32,
Room_32.50,Fire Hydrant Room 32.50,brick:Room,L32,
Room_32.06,Acc WC 32.06,brick:Restroom,L32,
Room_33.02,Fire Stair 33.02,brick:Staircase,L33,
Room_33.09,Services Lobby 33.09,brick:Lobby,L33,
Room_33.08,Elec Plantroom 33.08,brick:Electrical_Room,L33,
Room_33.01,Fire Stair 33.01,brick:Staircase,L33,
Room_33.42,T.Comms 33.42,brick:Communications_Room,L33,
Room_33.41,Fire Equipment 33.41,brick:Room,L33,
Room_33.04,Male WC 33.04,brick:Restroom,L33,
Room_33.05,Female WC 33.05,brick:Restroom,L33,
Room_33.12,Lobby 33.12,brick:Lobby,L33,
Room_33.62,H.Comms 33.62,brick:Communications_Room,L33,
Room_33.64,T.Comms 33.64,brick:Communications_Room,L33,
Room_33.61,T.Elec 33.61,brick:Electrical_Room,L33,
Room_33.63,DAS 33.63,brick:Communications_Room,L33,
Room_33.11,Lobby 33.11,brick:Lobby,L33,
Room_33.07,Lobby 33.07,brick:Lobby,L33,
Room_33.10,Office 33.10,brick:Room,L33,
Room_33.51,Fire Equipment 33.51,brick:Room,L33,
Room_33.50,Fire Hydrant Room 33.50,brick:Room,L33,
Room_33.06,Acc WC 33.06,brick:Restroom,L33,
Room_31.SD.02,QUIET ROOM 31.SD.02,brick:Room,L31_Suite_D,
Room_31.SB.07,BREAKOUT 31.SB.07,brick:Breakroom,L31_Suite_B,
Room_31.SD.06,BREAKOUT 31.SD.06,brick:Breakroom,L31_Suite_D,
Room_31.SE.07,COLLAB 31.SE.07,brick:Space,L31_Suite_E,
Room_31.SE.03,MEETING ROOM 31.SE.03,brick:Room,L31_Suite_E,
Room_31.SC.05,BREAKOUT 31.SC.05,brick:Breakroom,L31_Suite_C,
Room_31.SC.04,WORKSPACE 31.SC.04,brick:Space,L31_Suite_C,
Room_31.SE.04,MEETING ROOM 31.SE.04,brick:Room,L31_Suite_E,
Room_31.SA.03,LOUNGE AREA 31.SA.03,brick:Space,L31_Suite_A,
Room_31.SC.03,MEETING 31.SC.03,brick:Room,L31_Suite_C,
Room_31.SA.04,BOARDROOM 31.SA.04,brick:Room,L31_Suite_A,
Room_31.SB.06,MEETING 31.SB.06,brick:Room,L31_Suite_B,
Room_31.SB.05,STANDING COLLAB 31.SB.05,brick:Space,L31_Suite_B,
Room_31.SC.07,QUIET ROOM 31.SC.07,brick:Room,L31_Suite_C,
Room_31.SD.07,WORKSPACE 31.SD.07,brick:Space,L31_Suite_D,
Room_31.SB.03,PRINT/COMMS/UTILITY 31.SB.03,brick:Room,L31_Suite_B,
Room_31.SB.04,WORKSPACE 31.SB.04,brick:Space,L31_Suite_B,
Room_31.SD.05,PRINT / UTILITY 31.SD.05,brick:Room,L31_Suite_D,
Room_31.SE.05,STANDING COLLAB 31.SE.05,brick:Space,L31_Suite_E,
Room_31.SE.10,QUIET ROOM 31.SE.10,brick:Room,L31_Suite_E,
Room_31.SD.01,LOCKERS 31.SD.01,brick:Space,L31_Suite_D,
Room_31.SE.06,WORKSPACE 31.SE.06,brick:Space,L31_Suite_E,
Room_31.SA.02,COMMON CORRIDOR 31.SA.02,brick:Space,L31_Suite_A,
Room_31.SE.01,WAITING LOUNGE 31.SE.01,brick:Lounge,L31_Suite_E,
Room_31.SC.01,WAITING LOUNGE 31.SC.01,brick:Lounge,L31_Suite_C,
Room_31.SC.06,PRINT/UTILITY 31.SC.06,brick:Room,L31_Suite_C,
Room_31.SA.01,LIFT LOBBY 31.SA.01,brick:Lobby,L31_Suite_A,
Room_31.SD.03,MEETING ROOM 31.SD.03,brick:Room,L31_Suite_D,
Room_31.SB.02,MEETING 31.SB.02,brick:Room,L31_Suite_B,
Room_31.SD.08,WAITING LOUNGE 31.SD.08,brick:Lounge,L31_Suite_D,
Room_31.SB.01,WAITING LOUNGE 31.SB.01,brick:Lounge,L31_Suite_B,
Room_31.SE.02,MEETING ROOM 31.SE.02,brick:Room,L31_Suite_E,
Room_31.SE.11,QUIET ROOM 31.SE.11,brick:Room,L31_Suite_E,
Room_31.SD.04,MEETING ROOM 31.SD.04,brick:Room,L31_Suite_D,
Room_31.SC.02,MEETING 31.SC.02,brick:Room,L31_Suite_C,
Room_31.SE.09,PRINT/UTILITY/COMMS 31.SE.09,brick:Room,L31_Suite_E,
Room_31.SE.08,BREAKOUT 31.SE.08,brick:Breakroom,L31_Suite_E,
Room_32.SA.04,BOARDROOM 32.SA.04,brick:Room,L32_Suite_A,
Room_32.SB.07,BREAKOUT 32.SB.07,brick:Breakroom,L32_Suite_B,
Room_32.SC.09,BREAKOUT 32.SC.09,brick:Breakroom,L32_Suite_C,
Room_32.SD.07,BREAKOUT 32.SD.07,brick:Breakroom,L32_Suite_D,
Room_32.SE.04,BREAKOUT 32.SE.04,brick:Breakroom,L32_Suite_E,
Room_32.SC.05,COLLAB 32.SC.05,brick:Space,L32_Suite_C,
Room_32.SC.06,COLLAB 32.SC.06,brick:Space,L32_Suite_C,
Room_32.SE.02,COLLAB 32.SE.02,brick:Space,L32_Suite_E,
Room_32.SA.02,COMMON CORRIDOR 32.SA.02,brick:Space,L32_Suite_A,
Room_32.SA.01,LIFT LOBBY 32.SA.01,brick:Lobby,L32_Suite_A,
Room_32.SA.03,LOUNGE AREA 32.SA.03,brick:Space,L32_Suite_A,
Room_32.SB.02,MEETING 32.SB.02,brick:Room,L32_Suite_B,
Room_32.SB.06,MEETING 32.SB.06,brick:Room,L32_Suite_B,
Room_32.SC.02,MEETING 32.SC.02,brick:Room,L32_Suite_C,
Room_32.SC.10,MEETING 32.SC.10,brick:Room,L32_Suite_C,
Room_32.SC.11,MEETING 32.SC.11,brick:Room,L32_Suite_C,
Room_32.SD.03,MEETING 32.SD.03,brick:Room,L32_Suite_D,
Room_32.SD.04,MEETING 32.SD.04,brick:Room,L32_Suite_D,
Room_32.SE.05,MEETING ROOM 32.SE.05,brick:Room,L32_Suite_E,
Room_32.SE.07,MEETING ROOM 32.SE.07,brick:Room,L32_Suite_E,
Room_32.SB.03,PRINT/COMMS/UTILITY 32.SB.03,brick:Room,L32_Suite_B,
Room_32.SE.06,PRINT/UTILITY 32.SE.06,brick:Room,L32_Suite_E,
Room_32.SC.01,PRINT/UTILITY/COMMS 32.SC.01,brick:Room,L32_Suite_C,
Room_32.SD.08,PRINT/UTILITY/COMMS 32.SD.08,brick:Room,L32_Suite_D,
Room_32.SC.03,QUIET ROOM 32.SC.03,brick:Room,L32_Suite_C,
Room_32.SC.04,QUIET ROOM 32.SC.04,brick:Room,L32_Suite_C,
Room_32.SD.02,QUIET ROOM 32.SD.02,brick:Room,L32_Suite_D,
Room_32.SC.08,RECEPTION/WAITING 32.SC.08,brick:Reception,L32_Suite_C,
Room_32.SB.05,STANDING COLLAB 32.SB.05,brick:Space,L32_Suite_B,
Room_32.SD.05,STANDING COLLAB 32.SD.05,brick:Space,L32_Suite_D,
Room_32.SB.01,WAITING LOUNGE 32.SB.01,brick:Lounge,L32_Suite_B,
Room_32.SD.01,WAITING LOUNGE 32.SD.01,brick:Lounge,L32_Suite_D,
Room_32.SE.01,WELCOME/COLLAB BENCH 32.SE.01,brick:Space,L32_Suite_E,
Room_32.SB.04,WORKSPACE 32.SB.04,brick:Space,L32_Suite_B,
Room_32.SC.07,WORKSPACE 32.SC.07,brick:Space,L32_Suite_C,
Room_32.SD.06,WORKSPACE 32.SD.06,brick:Space,L32_Suite_D,
Room_32.SE.03,WORKSPACE 32.SE.03,brick:Space,L32_Suite_E,
Room_33.SB.13,WORKSPACE 33.SB.13,brick:Space,L33_Suite_B,
Room_33.SB.06,PRIVATE OFFICE 33.SB.06,brick:Room,L33_Suite_B,
Room_33.SB.11,COLLAB BENCH 33.SB.11,brick:Space,L33_Suite_B,
Room_33.SC.10,COLLAB BENCH 33.SC.10,brick:Space,L33_Suite_C,
Room_33.SB.08,MEETING 33.SB.08,brick:Room,L33_Suite_B,
Room_33.SA.04,BOARDROOM 33.SA.04,brick:Room,L33_Suite_A,
Room_33.SB.14,QUIET ROOM 33.SB.14,brick:Room,L33_Suite_B,
Room_33.SB.16,WORKSPACE 33.SB.16,brick:Space,L33_Suite_B,
Room_33.SB.12,QUIET ROOM 33.SB.12,brick:Room,L33_Suite_B,
Room_33.SA.01,LIFT LOBBY 33.SA.01,brick:Lobby,L33_Suite_A,
Room_33.SB.04,COLLAB 33.SB.04,brick:Space,L33_Suite_B,
Room_33.SB.09,COLLAB 33.SB.09,brick:Space,L33_Suite_B,
Room_33.SC.01,RECEPTION/WAITING 33.SC.01,brick:Reception,L33_Suite_C,
Room_33.SC.12,PRINT/UTILITY/COMMS 33.SC.12,brick:Room,L33_Suite_C,
